customer_id,transaction_date,amount
58,2023-12-29,9.99
58,2024-01-22,9.99
58,2024-02-23,9.99
58,2024-03-21,9.99
58,2024-04-13,9.99
58,2024-05-13,9.99
58,2024-06-17,9.99
58,2024-07-13,9.99
58,2024-08-15,9.99
58,2024-09-16,9.99
58,2024-10-17,9.99
58,2024-11-14,9.99
58,2024-12-14,9.99
58,2025-01-15,9.99
58,2025-02-15,9.99
58,2025-03-16,9.99
58,2025-04-11,9.99
58,2025-05-11,9.99
58,2025-06-09,9.99
58,2025-07-09,9.99
58,2025-08-06,9.99
58,2025-09-07,9.99
58,2025-10-05,9.99
58,2025-10-31,9.99
58,2025-12-04,9.99
59,2025-03-25,9.99
59,2025-04-26,9.99
60,2024-03-29,9.99
60,2024-04-29,9.99
60,2024-06-01,9.99
61,2025-10-15,1023.93
62,2023-10-25,9.99
62,2023-11-27,9.99
62,2023-12-20,9.99
62,2024-01-20,9.99
62,2024-02-19,9.99
62,2024-03-22,9.99
62,2024-04-19,9.99
62,2024-05-14,9.99
62,2024-06-10,9.99
62,2024-07-12,9.99
63,2024-12-21,830.53
63,2025-12-17,716.31
64,2023-12-02,23.63
64,2024-01-02,28.44
64,2024-02-01,27.05
64,2024-03-03,37.9
64,2024-04-01,23.68
64,2024-05-06,30.8
64,2024-05-31,28.92
64,2024-07-02,30.62
64,2024-08-02,22.68
64,2024-08-28,31.78
64,2024-09-27,30.98
64,2024-10-26,37.18
64,2024-11-26,30.35
65,2025-05-26,9.99
65,2025-06-25,9.99
65,2025-07-23,9.99
65,2025-08-23,9.99
65,2025-09-25,9.99
65,2025-10-19,9.99
66,2025-12-13,39.94
67,2025-03-01,9.99
67,2025-04-01,9.99
67,2025-04-27,9.99
67,2025-05-28,9.99
67,2025-06-25,9.99
67,2025-07-22,9.99
68,2023-08-06,9.99
68,2023-09-03,9.99
68,2023-10-01,9.99
68,2023-11-02,9.99
68,2023-12-04,9.99
68,2024-01-03,9.99
68,2024-01-29,9.99
68,2024-02-28,9.99
68,2024-03-29,9.99
68,2024-04-29,9.99
68,2024-05-23,9.99
68,2024-06-22,9.99
68,2024-07-23,9.99
68,2024-08-22,9.99
68,2024-09-26,9.99
68,2024-10-21,9.99
68,2024-11-25,9.99
68,2024-12-21,9.99
68,2025-01-15,9.99
68,2025-02-17,9.99
68,2025-03-14,9.99
68,2025-04-11,9.99
68,2025-05-05,9.99
68,2025-06-07,9.99
68,2025-07-05,9.99
68,2025-07-30,9.99
68,2025-09-01,9.99
68,2025-10-01,9.99
69,2025-02-03,9.99
69,2025-03-02,9.99
70,2023-07-05,1120.74
70,2024-07-05,1009.66
70,2025-07-10,1050.52
71,2024-01-14,9.99
71,2024-02-13,9.99
71,2024-03-09,9.99
71,2024-04-03,9.99
71,2024-05-04,9.99
71,2024-06-01,9.99
71,2024-06-26,9.99
71,2024-07-27,9.99
71,2024-08-23,9.99
71,2024-09-27,9.99
71,2024-10-24,9.99
71,2024-11-23,9.99
71,2024-12-28,9.99
71,2025-01-21,9.99
71,2025-02-19,9.99
71,2025-03-21,9.99
71,2025-04-20,9.99
71,2025-05-16,9.99
71,2025-06-12,9.99
71,2025-07-05,9.99
71,2025-08-02,9.99
71,2025-09-02,9.99
71,2025-09-27,9.99
71,2025-10-26,9.99
71,2025-11-24,9.99
71,2025-12-23,9.99
72,2024-05-07,25.41
72,2024-06-04,30.57
72,2024-07-03,29.69
72,2024-07-28,33.26
72,2024-08-25,26.58
72,2024-09-26,26.0
72,2024-10-22,37.77
72,2024-11-26,33.91
72,2024-12-24,30.66
72,2025-01-22,18.54
72,2025-02-21,28.94
72,2025-03-21,33.17
72,2025-04-23,26.7
72,2025-05-23,29.75
72,2025-06-23,30.3
73,2025-11-29,9.99
73,2025-12-29,9.99
74,2023-01-17,9.99
74,2023-02-20,9.99
74,2023-03-18,9.99
74,2023-04-23,9.99
74,2023-05-21,9.99
74,2023-06-20,9.99
74,2023-07-20,9.99
74,2023-08-18,9.99
74,2023-09-16,9.99
74,2023-10-16,9.99
74,2023-11-18,9.99
74,2023-12-17,9.99
75,2023-03-06,9.99
75,2023-04-05,9.99
75,2023-05-03,9.99
75,2023-06-02,9.99
75,2023-06-27,9.99
75,2023-07-28,9.99
75,2023-09-02,9.99
75,2023-09-30,9.99
75,2023-10-31,9.99
76,2024-06-06,9.99
76,2024-06-27,9.99
76,2024-07-31,9.99
76,2024-08-28,9.99
76,2024-09-22,9.99
77,2024-10-11,9.99
77,2024-11-08,9.99
77,2024-12-04,9.99
77,2025-01-03,9.99
77,2025-01-31,9.99
77,2025-03-01,9.99
78,2025-12-24,9.99
79,2024-08-17,30.44
79,2024-09-13,35.59
79,2024-10-18,32.2
79,2024-11-13,26.86
79,2024-12-16,16.62
79,2025-01-09,30.75
79,2025-02-08,28.5
79,2025-03-12,35.47
80,2024-01-26,9.99
80,2024-02-29,9.99
80,2024-03-30,9.99
80,2024-04-30,9.99
81,2024-02-21,1089.53
82,2023-10-18,9.99
82,2023-11-14,9.99
82,2023-12-12,9.99
82,2024-01-08,9.99
83,2024-01-15,9.99
83,2024-02-14,9.99
83,2024-03-15,9.99
84,2023-08-21,9.99
84,2023-09-18,9.99
84,2023-10-17,9.99
84,2023-11-14,9.99
84,2023-12-12,9.99
85,2025-10-13,9.99
85,2025-11-14,9.99
85,2025-12-09,9.99
86,2023-02-10,913.28
86,2024-02-12,1004.72
86,2025-02-06,826.21
87,2025-11-19,35.69
88,2023-05-16,28.23
88,2023-06-16,25.41
88,2023-07-16,25.66
88,2023-08-11,37.41
88,2023-09-05,30.38
89,2023-07-20,33.41
89,2023-08-20,29.48
89,2023-09-21,22.21
89,2023-10-21,26.71
89,2023-11-20,25.85
89,2023-12-22,29.4
89,2024-01-17,18.93
89,2024-02-18,31.07
90,2025-02-19,28.82
90,2025-03-19,24.32
90,2025-04-13,29.26
90,2025-05-11,35.76
90,2025-06-11,27.71
90,2025-07-08,33.53
91,2025-07-20,33.26
91,2025-08-18,25.22
91,2025-09-18,25.69
91,2025-10-15,24.0
91,2025-11-14,34.3
91,2025-12-18,36.66
92,2025-11-21,25.95
92,2025-12-19,27.96
93,2025-12-07,9.99
94,2024-05-17,9.99
94,2024-06-14,9.99
94,2024-07-16,9.99
94,2024-08-10,9.99
94,2024-09-12,9.99
94,2024-10-13,9.99
94,2024-11-10,9.99
95,2024-02-13,33.26
95,2024-03-09,35.38
95,2024-04-10,34.47
95,2024-05-11,25.11
95,2024-06-09,30.05
95,2024-07-11,32.64
95,2024-08-03,36.73
95,2024-09-03,28.41
95,2024-10-04,20.0
95,2024-11-03,30.57
95,2024-11-28,16.82
95,2024-12-28,29.61
95,2025-01-27,31.44
95,2025-02-22,32.6
95,2025-03-28,30.59
95,2025-04-29,34.16
95,2025-05-21,26.56
95,2025-06-22,43.71
95,2025-07-23,33.12
95,2025-08-21,25.75
96,2025-03-15,9.99
96,2025-04-12,9.99
96,2025-05-12,9.99
96,2025-06-11,9.99
97,2023-04-09,23.22
97,2023-05-05,19.36
97,2023-06-09,31.15
97,2023-07-10,23.72
97,2023-08-06,34.73
97,2023-09-03,28.08
97,2023-10-06,35.69
98,2024-11-12,9.99
98,2024-12-13,9.99
98,2025-01-14,9.99
99,2024-12-26,37.68
99,2025-01-24,28.42
99,2025-02-22,33.05
99,2025-03-28,40.79
99,2025-04-27,36.2
99,2025-05-26,40.6
99,2025-06-26,28.82
99,2025-07-25,30.0
99,2025-08-23,32.51
99,2025-09-26,27.09
99,2025-10-28,29.57
99,2025-11-27,32.22
99,2025-12-26,29.74
100,2025-08-16,9.99
100,2025-09-18,9.99
100,2025-10-15,9.99
101,2024-09-03,9.99
101,2024-10-05,9.99
101,2024-11-03,9.99
101,2024-12-03,9.99
101,2025-01-04,9.99
101,2025-01-31,9.99
101,2025-02-28,9.99
101,2025-03-30,9.99
101,2025-04-24,9.99
101,2025-05-26,9.99
101,2025-06-23,9.99
101,2025-07-22,9.99
101,2025-08-16,9.99
101,2025-09-14,9.99
101,2025-10-16,9.99
101,2025-11-18,9.99
101,2025-12-14,9.99
102,2024-10-06,9.99
102,2024-11-03,9.99
102,2024-12-04,9.99
102,2024-12-30,9.99
102,2025-02-02,9.99
102,2025-02-27,9.99
102,2025-03-30,9.99
102,2025-04-30,9.99
103,2025-10-26,36.59
103,2025-11-24,31.78
103,2025-12-27,31.43
104,2024-05-17,9.99
104,2024-06-18,9.99
104,2024-07-19,9.99
104,2024-08-16,9.99
104,2024-09-14,9.99
104,2024-10-16,9.99
104,2024-11-12,9.99
104,2024-12-11,9.99
104,2025-01-11,9.99
105,2025-02-07,26.71
105,2025-03-09,35.89
105,2025-04-09,24.87
105,2025-05-08,37.68
105,2025-06-04,29.59
105,2025-07-06,30.38
105,2025-08-06,29.07
106,2024-01-31,27.83
106,2024-02-29,31.2
106,2024-04-06,25.74
106,2024-05-06,26.64
106,2024-06-01,23.09
106,2024-07-04,38.17
106,2024-08-03,20.77
106,2024-08-31,28.63
106,2024-09-29,18.93
106,2024-10-29,31.08
106,2024-11-29,23.41
106,2024-12-26,35.98
106,2025-01-24,26.49
106,2025-02-21,24.75
106,2025-03-23,37.38
106,2025-04-22,30.26
106,2025-05-21,23.49
106,2025-06-16,28.11
106,2025-07-15,37.61
106,2025-08-12,31.17
106,2025-09-12,32.68
106,2025-10-13,22.69
106,2025-11-14,30.91
106,2025-12-11,37.55
107,2025-05-18,9.99
107,2025-06-20,9.99
107,2025-07-20,9.99
107,2025-08-16,9.99
107,2025-09-18,9.99
107,2025-10-09,9.99
107,2025-11-12,9.99
107,2025-12-08,9.99
108,2025-03-05,806.88
109,2024-01-30,9.99
109,2024-02-27,9.99
109,2024-03-26,9.99
109,2024-04-26,9.99
109,2024-05-25,9.99
109,2024-06-23,9.99
109,2024-07-19,9.99
109,2024-08-14,9.99
109,2024-09-17,9.99
110,2023-07-25,33.98
111,2025-11-02,9.99
112,2025-06-09,9.99
112,2025-07-11,9.99
112,2025-08-15,9.99
112,2025-09-12,9.99
112,2025-10-11,9.99
112,2025-11-12,9.99
112,2025-12-13,9.99
113,2025-05-15,9.99
113,2025-06-18,9.99
113,2025-07-14,9.99
113,2025-08-06,9.99
113,2025-09-07,9.99
113,2025-10-11,9.99
113,2025-11-09,9.99
113,2025-12-12,9.99
114,2025-01-11,35.92
114,2025-02-09,24.8
114,2025-03-05,33.16
114,2025-04-08,39.58
114,2025-05-10,32.86
114,2025-06-08,35.13
115,2024-07-16,954.98
115,2025-07-19,429.2
116,2025-10-15,9.99
116,2025-11-17,9.99
116,2025-12-12,9.99
117,2023-04-05,9.99
117,2023-05-03,9.99
117,2023-06-03,9.99
117,2023-06-30,9.99
117,2023-07-28,9.99
117,2023-08-30,9.99
117,2023-09-30,9.99
117,2023-10-29,9.99
117,2023-11-30,9.99
117,2023-12-31,9.99
117,2024-01-31,9.99
117,2024-03-01,9.99
117,2024-03-28,9.99
117,2024-04-26,9.99
117,2024-05-24,9.99
117,2024-06-20,9.99
117,2024-07-22,9.99
117,2024-08-23,9.99
118,2024-04-27,906.81
118,2025-04-28,1169.91
119,2023-08-17,9.99
119,2023-09-19,9.99
119,2023-10-22,9.99
119,2023-11-18,9.99
119,2023-12-17,9.99
119,2024-01-14,9.99
119,2024-02-05,9.99
119,2024-03-09,9.99
119,2024-04-09,9.99
119,2024-05-14,9.99
119,2024-06-13,9.99
119,2024-07-16,9.99
119,2024-08-10,9.99
119,2024-09-05,9.99
119,2024-10-06,9.99
119,2024-11-01,9.99
119,2024-12-03,9.99
119,2025-01-05,9.99
119,2025-02-05,9.99
119,2025-03-09,9.99
119,2025-04-07,9.99
119,2025-05-05,9.99
119,2025-06-07,9.99
119,2025-07-04,9.99
119,2025-08-04,9.99
119,2025-08-29,9.99
119,2025-10-02,9.99
119,2025-11-05,9.99
119,2025-11-27,9.99
120,2025-01-19,9.99
120,2025-02-20,9.99
120,2025-03-17,9.99
120,2025-04-16,9.99
120,2025-05-17,9.99
121,2024-06-22,9.99
121,2024-07-22,9.99
121,2024-08-21,9.99
121,2024-09-26,9.99
121,2024-10-27,9.99
121,2024-11-27,9.99
121,2024-12-23,9.99
121,2025-01-19,9.99
121,2025-02-18,9.99
121,2025-03-17,9.99
121,2025-04-17,9.99
121,2025-05-14,9.99
121,2025-06-15,9.99
121,2025-07-15,9.99
121,2025-08-15,9.99
121,2025-09-13,9.99
121,2025-10-16,9.99
121,2025-11-13,9.99
121,2025-12-13,9.99
122,2025-11-23,9.99
122,2025-12-25,9.99
123,2024-06-10,33.73
123,2024-07-08,21.81
123,2024-08-06,14.32
123,2024-09-09,23.0
123,2024-10-04,33.99
123,2024-11-06,26.87
123,2024-12-08,26.91
123,2025-01-06,28.5
124,2024-08-01,1006.64
124,2025-07-30,1071.85
125,2024-11-11,9.99
125,2024-12-14,9.99
125,2025-01-12,9.99
125,2025-02-08,9.99
125,2025-03-06,9.99
125,2025-04-05,9.99
125,2025-05-07,9.99
126,2024-07-08,23.19
126,2024-08-05,24.56
126,2024-09-02,30.67
126,2024-10-04,25.69
126,2024-10-30,22.34
126,2024-11-29,27.75
126,2024-12-28,26.26
126,2025-01-26,27.61
126,2025-02-24,27.3
126,2025-03-30,30.83
126,2025-04-30,25.38
126,2025-05-23,35.26
126,2025-06-27,32.81
126,2025-07-28,27.83
126,2025-08-28,27.45
126,2025-09-24,28.29
126,2025-10-17,34.36
126,2025-11-16,26.88
126,2025-12-18,23.98
127,2025-10-08,23.34
127,2025-11-04,31.38
127,2025-12-06,35.01
128,2024-10-07,9.99
128,2024-11-04,9.99
128,2024-11-30,9.99
128,2024-12-24,9.99
129,2025-03-06,9.99
129,2025-04-01,9.99
129,2025-05-01,9.99
129,2025-06-03,9.99
129,2025-07-01,9.99
129,2025-08-01,9.99
129,2025-08-28,9.99
129,2025-09-24,9.99
129,2025-10-23,9.99
129,2025-11-21,9.99
129,2025-12-18,9.99
130,2025-11-15,24.74
130,2025-12-13,24.17
131,2023-07-07,9.99
131,2023-08-06,9.99
131,2023-09-04,9.99
131,2023-10-06,9.99
131,2023-11-02,9.99
131,2023-12-08,9.99
131,2024-01-02,9.99
131,2024-01-29,9.99
131,2024-03-03,9.99
131,2024-03-31,9.99
131,2024-05-05,9.99
131,2024-06-05,9.99
131,2024-07-04,9.99
131,2024-07-29,9.99
131,2024-08-25,9.99
131,2024-09-24,9.99
131,2024-10-20,9.99
132,2024-09-22,9.99
132,2024-10-24,9.99
132,2024-11-21,9.99
132,2024-12-23,9.99
132,2025-01-22,9.99
132,2025-02-19,9.99
132,2025-03-22,9.99
132,2025-04-20,9.99
132,2025-05-24,9.99
132,2025-06-22,9.99
132,2025-07-22,9.99
132,2025-08-21,9.99
132,2025-09-19,9.99
132,2025-10-21,9.99
132,2025-11-20,9.99
132,2025-12-18,9.99
133,2024-09-20,1031.23
133,2025-09-21,808.86
134,2025-08-29,35.75
134,2025-10-02,28.61
134,2025-11-01,34.84
