customer_id,signup_date,churn_date,duration_days,churn_event,plan_type,region,channel
193,2025-10-11,2025-12-31,81,0,Basic,EU,Email
194,2023-01-09,2024-01-13,369,1,Pro,APAC,Referral
195,2025-03-26,2025-04-24,29,1,Basic,MENA,Ads
196,2023-07-27,2025-11-28,855,1,Enterprise,EU,Ads
197,2024-02-08,2025-12-31,692,0,Basic,NA,Email
198,2023-06-01,2024-01-31,244,1,Basic,NA,Email
199,2023-02-23,2023-06-04,101,1,Enterprise,SA,Ads
200,2024-09-19,2025-05-11,234,1,Basic,LATAM,Referral
201,2024-08-09,2025-02-17,192,1,Basic,EU,Social
202,2023-04-14,2023-06-06,53,1,Basic,SA,Affiliate
203,2023-09-11,2024-09-13,368,1,Enterprise,NA,Social
204,2024-05-24,2025-12-31,586,0,Pro,NA,Referral
205,2023-04-09,2023-11-27,232,1,Basic,APAC,Referral
206,2023-06-02,2025-12-31,943,0,Pro,EU,Ads
207,2025-07-02,2025-11-04,125,1,Basic,NA,Organic
208,2025-05-27,2025-07-04,38,1,Basic,APAC,Organic
209,2023-12-04,2025-12-31,758,0,Pro,NA,Organic
210,2025-04-01,2025-06-07,67,1,Pro,APAC,Organic
211,2025-08-14,2025-08-27,13,1,Basic,EU,Ads
212,2023-06-10,2023-10-29,141,1,Basic,SA,Ads
213,2025-03-11,2025-12-31,295,0,Basic,LATAM,Organic
214,2024-02-02,2025-04-17,440,1,Pro,APAC,Organic
215,2025-03-26,2025-12-31,280,0,Pro,NA,Ads
216,2024-02-05,2025-12-31,695,0,Pro,SA,Ads
217,2024-10-01,2024-11-11,41,1,Pro,NA,Organic
218,2025-11-22,2025-12-31,39,0,Pro,NA,Referral
219,2024-11-18,2025-05-21,184,1,Pro,NA,Organic
220,2024-04-04,2025-11-27,602,1,Basic,SA,Ads
221,2025-08-12,2025-12-31,141,0,Basic,LATAM,Organic
222,2024-04-14,2025-12-31,626,0,Basic,SA,Organic
223,2025-11-11,2025-12-31,50,0,Basic,APAC,Organic
224,2025-01-19,2025-09-13,237,1,Pro,NA,Ads
225,2023-02-07,2023-03-02,23,1,Enterprise,MENA,Affiliate
226,2023-08-18,2025-03-20,580,1,Basic,EU,Ads
227,2024-07-16,2025-04-07,265,1,Enterprise,EU,Referral
228,2024-03-13,2025-12-31,658,0,Basic,NA,Social
229,2023-01-27,2023-05-08,101,1,Basic,NA,Ads
230,2023-08-14,2025-12-31,870,0,Pro,LATAM,Ads
231,2025-03-08,2025-12-31,298,0,Basic,NA,Ads
232,2023-10-11,2024-08-18,312,1,Basic,NA,Organic
233,2025-05-28,2025-07-02,35,1,Basic,APAC,Ads
234,2025-08-17,2025-11-02,77,1,Enterprise,NA,Ads
235,2024-03-28,2024-12-21,268,1,Pro,NA,Referral
236,2025-10-16,2025-12-31,76,0,Basic,MENA,Social
237,2025-03-26,2025-12-31,280,0,Basic,NA,Referral
238,2024-10-20,2025-02-25,128,1,Enterprise,APAC,Ads
239,2024-06-30,2025-05-27,331,1,Basic,EU,Ads
240,2025-12-08,2025-12-31,23,0,Enterprise,NA,Social
241,2023-01-17,2025-12-31,1079,0,Basic,APAC,Referral
242,2023-06-07,2025-09-24,840,1,Pro,NA,Ads
243,2024-04-21,2025-12-31,619,0,Pro,NA,Referral
244,2025-12-05,2025-12-31,26,0,Basic,NA,Referral
245,2024-06-01,2024-07-26,55,1,Pro,NA,Ads
246,2023-04-09,2023-12-25,260,1,Basic,EU,Social
247,2025-11-26,2025-12-31,35,0,Pro,NA,Social
248,2023-10-07,2024-02-09,125,1,Pro,NA,Ads
249,2024-05-11,2025-06-16,401,1,Basic,MENA,Email
250,2023-10-29,2023-11-07,9,1,Pro,NA,Email
251,2023-06-30,2025-03-02,611,1,Basic,NA,Email
252,2024-08-29,2024-11-26,89,1,Basic,APAC,Organic
253,2024-11-30,2025-12-31,396,0,Pro,LATAM,Organic
254,2025-09-19,2025-12-31,103,0,Basic,NA,Referral
255,2023-07-10,2023-12-28,171,1,Basic,NA,Affiliate
256,2023-09-10,2024-09-19,375,1,Basic,EU,Ads
257,2025-09-07,2025-12-21,105,1,Basic,EU,Ads
258,2025-07-16,2025-12-31,168,0,Basic,NA,Referral
259,2023-05-08,2023-08-21,105,1,Basic,NA,Ads
260,2023-01-18,2025-02-09,753,1,Pro,NA,Ads
261,2024-07-19,2025-12-31,530,0,Pro,NA,Organic
262,2024-07-23,2025-12-31,526,0,Enterprise,NA,Email
263,2024-11-16,2025-06-20,216,1,Basic,APAC,Ads
264,2024-09-17,2025-08-04,321,1,Pro,NA,Organic
265,2025-05-03,2025-12-31,242,0,Pro,EU,Ads
266,2025-08-19,2025-12-31,134,0,Basic,EU,Ads
267,2023-06-04,2025-03-31,666,1,Pro,NA,Ads
268,2024-05-04,2024-05-07,3,1,Pro,LATAM,Referral
269,2025-02-23,2025-12-31,311,0,Basic,SA,Ads
270,2023-09-03,2024-10-31,424,1,Pro,NA,Referral
271,2025-11-28,2025-12-31,33,0,Basic,NA,Ads
272,2025-01-28,2025-03-28,59,1,Basic,APAC,Organic
273,2024-06-21,2024-07-18,27,1,Basic,NA,Social
274,2025-07-09,2025-12-31,175,0,Pro,MENA,Ads
275,2024-02-12,2024-07-08,147,1,Basic,NA,Email
276,2024-06-08,2025-12-31,571,0,Basic,APAC,Ads
277,2025-04-07,2025-11-12,219,1,Pro,NA,Ads
278,2025-06-21,2025-12-31,193,0,Pro,NA,Social
279,2023-02-05,2024-04-10,430,1,Pro,NA,Ads
280,2024-11-15,2025-02-24,101,1,Basic,APAC,Referral
281,2023-01-20,2023-07-29,190,1,Pro,APAC,Organic
282,2023-11-17,2025-12-31,775,0,Basic,SA,Organic
283,2024-05-26,2024-10-30,157,1,Basic,NA,Ads
284,2024-02-04,2024-03-10,35,1,Basic,APAC,Referral
285,2024-10-15,2025-10-11,361,1,Pro,EU,Referral
286,2025-08-29,2025-12-31,124,0,Pro,EU,Affiliate
287,2024-04-15,2025-12-31,625,0,Pro,NA,Email
288,2025-04-13,2025-04-23,10,1,Basic,EU,Organic
289,2024-12-27,2025-12-31,369,0,Basic,LATAM,Referral
290,2025-05-03,2025-07-21,79,1,Basic,LATAM,Ads
291,2023-02-20,2025-12-31,1045,0,Enterprise,EU,Organic
292,2024-07-28,2024-12-11,136,1,Basic,NA,Ads
293,2023-05-30,2025-12-31,946,0,Basic,LATAM,Affiliate
294,2023-11-10,2025-03-15,491,1,Pro,SA,Organic
295,2024-07-23,2025-12-31,526,0,Basic,EU,Referral
296,2023-11-01,2025-12-31,791,0,Pro,MENA,Ads
297,2024-11-12,2025-02-16,96,1,Pro,SA,Referral
298,2025-04-17,2025-08-12,117,1,Pro,EU,Social
299,2025-12-13,2025-12-31,18,0,Basic,APAC,Ads
300,2025-09-29,2025-12-31,93,0,Basic,EU,Ads
301,2024-03-19,2024-06-27,100,1,Basic,APAC,Organic
302,2024-09-04,2025-12-31,483,0,Basic,NA,Ads
303,2025-09-19,2025-12-07,79,1,Pro,EU,Ads
304,2023-09-21,2024-01-13,114,1,Basic,NA,Referral
305,2025-12-12,2025-12-31,19,0,Pro,APAC,Ads
306,2025-09-30,2025-12-31,92,0,Basic,MENA,Ads
307,2023-01-05,2023-01-23,18,1,Pro,EU,Ads
308,2025-02-12,2025-12-28,319,1,Basic,NA,Ads
309,2025-05-26,2025-08-14,80,1,Basic,MENA,Ads
310,2025-09-18,2025-12-31,104,0,Basic,NA,Affiliate
311,2025-06-02,2025-09-13,103,1,Pro,LATAM,Email
312,2023-02-16,2023-03-17,29,1,Basic,APAC,Affiliate
313,2025-05-16,2025-11-19,187,1,Basic,APAC,Organic
314,2025-04-02,2025-09-20,171,1,Basic,EU,Referral
315,2025-07-24,2025-12-31,160,0,Basic,NA,Affiliate
316,2024-10-17,2025-11-04,383,1,Pro,EU,Affiliate
317,2023-09-26,2024-08-28,337,1,Pro,NA,Affiliate
318,2024-01-05,2025-03-02,422,1,Basic,EU,Ads
319,2024-09-27,2025-07-20,296,1,Basic,EU,Ads
320,2024-10-18,2024-10-21,3,1,Basic,APAC,Organic
321,2023-04-30,2025-12-31,976,0,Enterprise,SA,Organic
322,2025-04-10,2025-12-31,265,0,Basic,EU,Organic
323,2025-12-17,2025-12-31,14,0,Pro,APAC,Email
324,2025-01-10,2025-12-31,355,0,Pro,LATAM,Referral
325,2023-04-27,2025-12-31,979,0,Pro,NA,Referral
326,2025-03-01,2025-10-31,244,1,Enterprise,LATAM,Ads
327,2025-10-09,2025-10-23,14,1,Basic,NA,Affiliate
328,2025-12-17,2025-12-31,14,0,Enterprise,EU,Organic
329,2024-09-25,2025-01-22,119,1,Pro,SA,Affiliate
330,2024-05-27,2025-07-24,423,1,Basic,SA,Ads
331,2025-03-12,2025-12-09,272,1,Pro,NA,Affiliate
332,2024-07-13,2025-12-31,536,0,Pro,NA,Affiliate
333,2024-05-02,2025-12-31,608,0,Pro,MENA,Ads
334,2025-06-15,2025-12-16,184,1,Basic,LATAM,Email
335,2024-12-04,2025-12-31,392,0,Pro,APAC,Ads
336,2024-08-03,2024-08-10,7,1,Basic,NA,Ads
337,2025-02-28,2025-12-31,306,0,Pro,APAC,Referral
338,2025-05-10,2025-12-31,235,0,Enterprise,NA,Affiliate
339,2023-09-04,2024-06-21,291,1,Pro,MENA,Email
340,2023-06-03,2024-06-29,392,1,Basic,EU,Organic
341,2025-09-23,2025-12-31,99,0,Pro,APAC,Ads
342,2024-11-27,2024-12-19,22,1,Basic,NA,Ads
343,2025-12-28,2025-12-31,3,0,Pro,EU,Ads
344,2025-12-06,2025-12-31,25,0,Pro,APAC,Affiliate
345,2025-10-05,2025-12-23,79,1,Basic,EU,Organic
346,2023-04-04,2023-06-05,62,1,Basic,LATAM,Ads
347,2025-08-15,2025-12-31,138,0,Pro,APAC,Affiliate
348,2025-10-08,2025-10-27,19,1,Basic,NA,Ads
349,2024-03-28,2025-03-22,359,1,Pro,APAC,Organic
350,2025-06-30,2025-09-16,78,1,Basic,APAC,Social
351,2023-08-06,2024-08-25,385,1,Basic,EU,Affiliate
352,2024-04-18,2025-12-31,622,0,Pro,NA,Referral
353,2024-03-07,2025-12-31,664,0,Pro,NA,Referral
354,2023-12-07,2025-07-09,580,1,Basic,EU,Referral
355,2024-07-04,2025-07-30,391,1,Pro,NA,Ads
356,2023-12-23,2024-10-28,310,1,Basic,SA,Affiliate
357,2023-01-23,2023-05-31,128,1,Pro,APAC,Affiliate
358,2024-06-05,2025-06-26,386,1,Basic,EU,Organic
359,2025-03-12,2025-12-31,294,0,Basic,APAC,Organic
360,2025-01-31,2025-12-31,334,0,Basic,APAC,Organic
361,2024-03-17,2024-04-16,30,1,Basic,EU,Organic
362,2025-02-07,2025-08-11,185,1,Basic,NA,Organic
363,2025-10-12,2025-12-31,80,0,Basic,APAC,Organic
364,2024-05-30,2025-12-31,580,0,Enterprise,NA,Ads
365,2025-11-05,2025-12-31,56,0,Basic,LATAM,Referral
366,2025-03-02,2025-10-21,233,1,Basic,NA,Email
367,2023-12-02,2025-12-31,760,0,Pro,APAC,Affiliate
368,2023-09-15,2023-11-17,63,1,Basic,APAC,Organic
369,2024-05-11,2024-09-13,125,1,Basic,NA,Ads
370,2025-06-14,2025-12-31,200,0,Basic,EU,Referral
371,2023-06-09,2023-12-26,200,1,Basic,APAC,Ads
372,2025-05-01,2025-12-31,244,0,Basic,LATAM,Ads
373,2024-11-20,2025-12-31,406,0,Basic,APAC,Social
374,2024-01-15,2025-09-27,621,1,Pro,LATAM,Organic
375,2025-08-14,2025-12-31,139,0,Basic,NA,Ads
376,2024-11-21,2025-12-31,405,0,Basic,NA,Social
377,2025-12-02,2025-12-31,29,0,Basic,APAC,Affiliate
378,2023-10-12,2024-01-06,86,1,Basic,EU,Organic
379,2024-02-01,2025-04-01,425,1,Basic,EU,Social
380,2023-01-12,2024-08-03,569,1,Pro,APAC,Organic
381,2024-05-13,2025-12-31,597,0,Enterprise,SA,Email
382,2025-01-23,2025-06-18,146,1,Pro,NA,Organic
383,2023-02-04,2023-06-04,120,1,Basic,NA,Organic
384,2024-12-27,2025-12-31,369,0,Enterprise,LATAM,Organic
385,2025-04-28,2025-09-08,133,1,Basic,NA,Ads
386,2023-03-31,2025-03-19,719,1,Basic,EU,Ads
387,2025-02-14,2025-03-19,33,1,Basic,APAC,Ads
388,2024-08-27,2024-12-03,98,1,Pro,NA,Affiliate
389,2025-08-27,2025-10-23,57,1,Basic,NA,Ads
390,2025-10-18,2025-12-31,74,0,Pro,NA,Email
391,2024-02-22,2025-12-31,678,0,Pro,NA,Organic
392,2023-04-25,2023-10-14,172,1,Basic,APAC,Organic
393,2024-09-08,2025-07-27,322,1,Pro,NA,Affiliate
394,2025-04-05,2025-09-06,154,1,Basic,NA,Ads
395,2024-02-17,2025-10-09,600,1,Basic,EU,Organic
396,2024-12-29,2025-06-19,172,1,Basic,SA,Affiliate
397,2025-10-17,2025-12-31,75,0,Pro,MENA,Organic
398,2025-01-30,2025-09-27,240,1,Basic,LATAM,Affiliate
399,2024-11-06,2025-03-31,145,1,Pro,EU,Organic
400,2024-04-01,2025-08-28,514,1,Enterprise,NA,Email
401,2025-07-08,2025-12-31,176,0,Enterprise,APAC,Ads
402,2023-07-11,2023-10-19,100,1,Basic,EU,Affiliate
403,2025-01-08,2025-02-24,47,1,Basic,APAC,Social
404,2025-09-04,2025-12-31,118,0,Basic,NA,Organic
405,2025-10-05,2025-12-31,87,0,Pro,EU,Organic
406,2023-04-06,2024-06-01,422,1,Enterprise,NA,Referral
407,2024-10-24,2025-12-31,433,0,Pro,NA,Referral
408,2023-02-06,2024-08-25,566,1,Basic,APAC,Referral
409,2023-10-06,2024-09-27,357,1,Basic,APAC,Ads
410,2023-08-05,2024-12-21,504,1,Pro,NA,Email
411,2025-05-16,2025-10-25,162,1,Basic,MENA,Referral
412,2025-05-22,2025-07-03,42,1,Basic,EU,Organic
413,2023-03-03,2023-04-11,39,1,Pro,MENA,Affiliate
414,2024-08-18,2024-09-19,32,1,Basic,EU,Ads
415,2024-12-29,2025-06-01,154,1,Basic,APAC,Affiliate
416,2024-02-01,2024-07-10,160,1,Basic,SA,Organic
417,2024-11-29,2025-12-31,397,0,Basic,LATAM,Affiliate
418,2025-11-08,2025-11-17,9,1,Pro,NA,Ads
419,2023-06-26,2024-06-25,365,1,Basic,NA,Affiliate
420,2024-01-31,2024-11-13,287,1,Pro,NA,Ads
421,2024-03-20,2024-05-16,57,1,Basic,EU,Social
422,2023-03-17,2025-12-31,1020,0,Basic,APAC,Email
423,2023-09-22,2025-05-22,608,1,Basic,APAC,Affiliate
424,2024-03-30,2024-06-29,91,1,Basic,NA,Affiliate
425,2024-12-18,2025-06-16,180,1,Pro,EU,Organic
426,2025-01-04,2025-04-03,89,1,Pro,APAC,Ads
427,2025-04-30,2025-09-11,134,1,Basic,EU,Organic
428,2023-05-24,2023-08-04,72,1,Basic,APAC,Ads
429,2025-06-03,2025-09-30,119,1,Pro,EU,Ads
430,2025-12-28,2025-12-31,3,0,Basic,EU,Ads
431,2024-01-31,2024-06-29,150,1,Basic,MENA,Organic
432,2025-11-14,2025-12-31,47,0,Basic,EU,Email
433,2025-08-05,2025-09-01,27,1,Pro,APAC,Referral
434,2025-06-09,2025-12-31,205,0,Basic,NA,Ads
435,2024-07-22,2025-12-31,527,0,Basic,NA,Ads
436,2025-11-28,2025-12-31,33,0,Pro,MENA,Ads
437,2023-04-19,2023-11-09,204,1,Enterprise,APAC,Social
438,2025-12-01,2025-12-31,30,0,Basic,MENA,Organic
439,2025-07-23,2025-12-31,161,0,Basic,SA,Social
